,index,length_of_stay
35587,31 days 14:11:00.000000000,1
35588,28 days 22:23:00.000000000,1
35589,34 days 18:33:00.000000000,1
35590,36 days 15:47:00.000000000,1
35591,37 days 14:28:00.000000000,1
35592,39 days 21:25:00.000000000,1
35593,32 days 16:59:00.000000000,1
35594,26 days 19:28:00.000000000,1
35595,23 days 18:47:00.000000000,1
35596,21 days 10:06:00.000000000,1
35597,32 days 03:06:00.000000000,1
35598,19 days 11:45:00.000000000,1
35599,24 days 09:09:00.000000000,1
35600,28 days 02:32:00.000000000,1
35601,27 days 13:32:00.000000000,1
35602,29 days 20:56:00.000000000,1
35603,37 days 15:45:00.000000000,1
35604,25 days 02:20:00.000000000,1
35605,30 days 07:57:00.000000000,1
35606,31 days 15:10:00.000000000,1
35607,21 days 16:56:00.000000000,1
35608,34 days 15:15:00.000000000,1
35609,37 days 04:47:00.000000000,1
35610,25 days 10:45:00.000000000,1
35611,27 days 09:49:00.000000000,1
35612,29 days 16:41:00.000000000,1
35613,22 days 18:12:00.000000000,1
35614,23 days 13:55:00.000000000,1
35615,15 days 06:40:00.000000000,1
35616,38 days 04:45:00.000000000,1
35617,22 days 09:28:00.000000000,1
35618,28 days 03:02:00.000000000,1
35619,27 days 17:37:00.000000000,1
35620,31 days 20:45:00.000000000,1
35621,32 days 21:35:00.000000000,1
35622,32 days 20:59:00.000000000,1
35623,22 days 16:58:00.000000000,1
35624,32 days 05:35:00.000000000,1
35625,29 days 18:15:00.000000000,1
35626,23 days 03:05:00.000000000,1
35627,34 days 11:04:00.000000000,1
35628,35 days 08:10:00.000000000,1
35629,19 days 09:14:00.000000000,1
35630,20 days 21:54:00.000000000,1
35631,28 days 10:00:00.000000000,1
35632,23 days 22:10:00.000000000,1
35633,33 days 00:25:00.000000000,1
35634,35 days 01:02:00.000000000,1
35635,26 days 18:40:00.000000000,1
35636,32 days 10:21:00.000000000,1
35637,29 days 17:00:00.000000000,1
35638,19 days 16:14:00.000000000,1
35639,22 days 06:13:00.000000000,1
35640,36 days 21:48:00.000000000,1
35641,23 days 18:10:00.000000000,1
35642,26 days 08:46:00.000000000,1
35643,26 days 14:56:00.000000000,1
35644,23 days 17:46:00.000000000,1
35645,20 days 22:04:00.000000000,1
35646,22 days 06:44:00.000000000,1
35647,38 days 22:02:00.000000000,1
35648,21 days 14:41:00.000000000,1
35649,37 days 21:22:00.000000000,1
35650,24 days 22:41:00.000000000,1
35651,33 days 14:18:00.000000000,1
35652,29 days 07:19:00.000000000,1
35653,33 days 12:05:00.000000000,1
35654,39 days 21:45:00.000000000,1
35655,28 days 13:03:00.000000000,1
35656,24 days 22:09:00.000000000,1
35657,33 days 15:56:00.000000000,1
35658,39 days 23:27:00.000000000,1
35659,39 days 08:25:00.000000000,1
35660,38 days 03:57:00.000000000,1
35661,18 days 20:07:00.000000000,1
35662,23 days 19:24:00.000000000,1
35663,35 days 02:13:00.000000000,1
35664,33 days 01:39:00.000000000,1
35665,38 days 22:07:00.000000000,1
35666,30 days 23:07:00.000000000,1
35667,21 days 15:55:00.000000000,1
35668,24 days 05:08:00.000000000,1
35669,29 days 23:14:00.000000000,1
35670,19 days 14:59:00.000000000,1
35671,27 days 03:06:00.000000000,1
35672,31 days 06:19:00.000000000,1
35673,35 days 11:25:00.000000000,1
35674,32 days 03:14:00.000000000,1
35675,30 days 18:58:00.000000000,1
35676,27 days 20:55:00.000000000,1
35677,33 days 21:01:00.000000000,1
35678,23 days 10:11:00.000000000,1
35679,37 days 18:00:00.000000000,1
35680,25 days 01:04:00.000000000,1
35681,30 days 04:15:00.000000000,1
35682,38 days 21:33:00.000000000,1
35683,39 days 22:26:00.000000000,1
35684,17 days 11:14:00.000000000,1
35685,29 days 07:55:00.000000000,1
35686,34 days 21:44:00.000000000,1
35687,35 days 09:59:00.000000000,1
35688,35 days 17:46:00.000000000,1
35689,34 days 20:35:00.000000000,1
35690,32 days 16:38:00.000000000,1
35691,24 days 12:11:00.000000000,1
35692,24 days 11:10:00.000000000,1
35693,28 days 01:04:00.000000000,1
35694,23 days 20:41:00.000000000,1
35695,23 days 22:58:00.000000000,1
35696,25 days 14:12:00.000000000,1
35697,25 days 03:21:00.000000000,1
35698,28 days 21:59:00.000000000,1
35699,27 days 02:05:00.000000000,1
35700,29 days 12:54:00.000000000,1
35701,27 days 02:28:00.000000000,1
35702,19 days 19:18:00.000000000,1
35703,20 days 09:28:00.000000000,1
35704,31 days 23:00:00.000000000,1
35705,22 days 04:50:00.000000000,1
35706,30 days 19:59:00.000000000,1
35707,26 days 04:09:00.000000000,1
35708,27 days 10:29:00.000000000,1
35709,30 days 08:34:00.000000000,1
35710,29 days 10:52:00.000000000,1
35711,24 days 23:26:00.000000000,1
35712,35 days 10:36:00.000000000,1
35713,39 days 16:16:00.000000000,1
35714,29 days 06:34:00.000000000,1
35715,33 days 15:59:00.000000000,1
35716,36 days 06:08:00.000000000,1
35717,33 days 14:26:00.000000000,1
35718,33 days 18:43:00.000000000,1
35719,25 days 11:09:00.000000000,1
35720,38 days 21:01:00.000000000,1
35721,23 days 18:23:00.000000000,1
35722,20 days 08:18:00.000000000,1
35723,32 days 15:00:00.000000000,1
35724,34 days 19:35:00.000000000,1
35725,24 days 03:56:00.000000000,1
35726,27 days 10:30:00.000000000,1
35727,25 days 20:04:00.000000000,1
35728,35 days 10:31:00.000000000,1
35729,12 days 11:17:00.000000000,1
35730,19 days 11:16:00.000000000,1
35731,35 days 21:23:00.000000000,1
35732,21 days 17:13:00.000000000,1
35733,23 days 23:44:00.000000000,1
35734,15 days 11:51:00.000000000,1
35735,27 days 18:09:00.000000000,1
35736,31 days 14:38:00.000000000,1
35737,19 days 15:13:00.000000000,1
35738,26 days 16:08:00.000000000,1
35739,34 days 20:01:00.000000000,1
35740,29 days 05:06:00.000000000,1
35741,29 days 14:56:00.000000000,1
35742,32 days 02:51:00.000000000,1
35743,22 days 15:06:00.000000000,1
35744,32 days 23:37:00.000000000,1
35745,37 days 14:44:00.000000000,1
35746,26 days 05:10:00.000000000,1
35747,29 days 20:59:00.000000000,1
35748,35 days 19:24:00.000000000,1
35749,34 days 01:01:00.000000000,1
35750,35 days 20:46:00.000000000,1
35751,29 days 18:33:00.000000000,1
35752,18 days 05:12:00.000000000,1
35753,32 days 12:07:00.000000000,1
35754,30 days 01:41:00.000000000,1
35755,38 days 02:51:00.000000000,1
35756,34 days 00:28:00.000000000,1
35757,31 days 03:16:00.000000000,1
35758,27 days 07:27:00.000000000,1
35759,23 days 18:07:00.000000000,1
35760,29 days 11:40:00.000000000,1
35761,20 days 07:02:00.000000000,1
35762,19 days 08:12:00.000000000,1
35763,19 days 20:38:00.000000000,1
35764,25 days 01:12:00.000000000,1
35765,24 days 04:54:00.000000000,1
35766,37 days 01:25:00.000000000,1
35767,39 days 20:37:00.000000000,1
35768,23 days 05:07:00.000000000,1
35769,30 days 05:41:00.000000000,1
35770,34 days 19:29:00.000000000,1
35771,19 days 15:31:00.000000000,1
35772,19 days 08:13:00.000000000,1
35773,21 days 09:02:00.000000000,1
35774,19 days 12:10:00.000000000,1
35775,22 days 09:41:00.000000000,1
35776,18 days 09:32:00.000000000,1
35777,33 days 23:27:00.000000000,1
35778,28 days 21:52:00.000000000,1
35779,33 days 04:29:00.000000000,1
35780,32 days 22:04:00.000000000,1
35781,39 days 19:09:00.000000000,1
35782,23 days 16:08:00.000000000,1
35783,29 days 23:39:00.000000000,1
35784,39 days 00:09:00.000000000,1
35785,28 days 16:17:00.000000000,1
35786,26 days 10:19:00.000000000,1
35787,29 days 12:37:00.000000000,1
35788,23 days 22:05:00.000000000,1
35789,27 days 09:12:00.000000000,1
35790,23 days 13:01:00.000000000,1
35791,33 days 12:24:00.000000000,1
35792,35 days 04:51:00.000000000,1
35793,24 days 10:50:00.000000000,1
35794,36 days 01:01:00.000000000,1
35795,31 days 01:59:00.000000000,1
35796,20 days 06:04:00.000000000,1
35797,26 days 07:29:00.000000000,1
35798,34 days 17:32:00.000000000,1
35799,22 days 12:50:00.000000000,1
35800,21 days 07:03:00.000000000,1
35801,38 days 17:26:00.000000000,1
35802,20 days 03:45:00.000000000,1
35803,38 days 01:55:00.000000000,1
35804,23 days 14:50:00.000000000,1
35805,23 days 03:08:00.000000000,1
35806,18 days 13:07:00.000000000,1
35807,30 days 12:48:00.000000000,1
35808,37 days 16:30:00.000000000,1
35809,32 days 08:57:00.000000000,1
35810,28 days 21:49:00.000000000,1
35811,23 days 10:27:00.000000000,1
35812,29 days 12:12:00.000000000,1
35813,39 days 18:35:00.000000000,1
35814,34 days 02:25:00.000000000,1
35815,21 days 17:21:00.000000000,1
35816,33 days 23:22:00.000000000,1
35817,38 days 03:47:00.000000000,1
35818,17 days 11:39:00.000000000,1
35819,36 days 08:40:00.000000000,1
35820,37 days 05:32:00.000000000,1
35821,19 days 06:40:00.000000000,1
35822,25 days 09:06:00.000000000,1
35823,32 days 20:27:00.000000000,1
35824,23 days 23:49:00.000000000,1
35825,17 days 13:16:00.000000000,1
35826,19 days 04:22:00.000000000,1
35827,31 days 00:03:00.000000000,1
35828,24 days 16:15:00.000000000,1
35829,30 days 10:46:00.000000000,1
35830,28 days 15:46:00.000000000,1
35831,38 days 09:30:00.000000000,1
35832,33 days 23:02:00.000000000,1
35833,36 days 14:30:00.000000000,1
35834,21 days 09:34:00.000000000,1
35835,27 days 23:59:00.000000000,1
35836,39 days 14:18:00.000000000,1
35837,29 days 21:50:00.000000000,1
35838,19 days 10:14:00.000000000,1
35839,31 days 10:29:00.000000000,1
35840,22 days 04:11:00.000000000,1
35841,14 days 10:34:00.000000000,1
35842,34 days 23:46:00.000000000,1
35843,33 days 06:59:00.000000000,1
35844,33 days 09:21:00.000000000,1
35845,33 days 03:57:00.000000000,1
35846,32 days 22:15:00.000000000,1
35847,27 days 03:23:00.000000000,1
35848,29 days 16:52:00.000000000,1
35849,25 days 04:22:00.000000000,1
35850,28 days 16:47:00.000000000,1
35851,37 days 01:44:00.000000000,1
35852,36 days 03:03:00.000000000,1
35853,39 days 20:10:00.000000000,1
35854,27 days 06:09:00.000000000,1
35855,37 days 13:00:00.000000000,1
35856,27 days 04:24:00.000000000,1
35857,23 days 02:36:00.000000000,1
35858,28 days 06:20:00.000000000,1
35859,30 days 12:01:00.000000000,1
35860,31 days 00:51:00.000000000,1
35861,18 days 06:45:00.000000000,1
35862,31 days 09:06:00.000000000,1
35863,28 days 14:16:00.000000000,1
35864,24 days 17:16:00.000000000,1
35865,33 days 21:33:00.000000000,1
35866,33 days 06:18:00.000000000,1
35867,24 days 07:54:00.000000000,1
35868,26 days 23:55:00.000000000,1
35869,25 days 01:44:00.000000000,1
35870,25 days 14:49:00.000000000,1
35871,28 days 21:39:00.000000000,1
35872,23 days 16:04:00.000000000,1
35873,21 days 07:32:00.000000000,1
35874,32 days 00:08:00.000000000,1
35875,35 days 13:15:00.000000000,1
35876,29 days 15:59:00.000000000,1
35877,38 days 20:32:00.000000000,1
35878,22 days 06:52:00.000000000,1
35879,33 days 17:10:00.000000000,1
35880,27 days 03:46:00.000000000,1
35881,28 days 17:48:00.000000000,1
35882,32 days 04:53:00.000000000,1
35883,32 days 07:37:00.000000000,1
35884,35 days 14:28:00.000000000,1
35885,28 days 03:34:00.000000000,1
35886,18 days 10:04:00.000000000,1
35887,22 days 11:01:00.000000000,1
35888,25 days 08:59:00.000000000,1
35889,28 days 04:18:00.000000000,1
35890,29 days 15:40:00.000000000,1
35891,19 days 06:56:00.000000000,1
35892,24 days 11:14:00.000000000,1
35893,34 days 19:22:00.000000000,1
35894,36 days 01:33:00.000000000,1
35895,26 days 10:32:00.000000000,1
35896,27 days 14:21:00.000000000,1
35897,30 days 20:43:00.000000000,1
35898,21 days 09:30:00.000000000,1
35899,26 days 01:02:00.000000000,1
35900,27 days 21:11:00.000000000,1
35901,36 days 21:59:00.000000000,1
35902,20 days 15:39:00.000000000,1
35903,24 days 10:09:00.000000000,1
35904,30 days 21:19:00.000000000,1
35905,25 days 05:56:00.000000000,1
35906,26 days 16:48:00.000000000,1
35907,18 days 01:07:00.000000000,1
35908,22 days 02:43:00.000000000,1
35909,17 days 07:35:00.000000000,1
35910,29 days 20:17:00.000000000,1
35911,22 days 16:39:00.000000000,1
35912,19 days 05:05:00.000000000,1
35913,37 days 23:53:00.000000000,1
35914,29 days 13:49:00.000000000,1
35915,35 days 04:22:00.000000000,1
35916,24 days 00:28:00.000000000,1
35917,37 days 22:42:00.000000000,1
35918,31 days 15:49:00.000000000,1
35919,32 days 16:55:00.000000000,1
35920,31 days 16:54:00.000000000,1
35921,32 days 06:36:00.000000000,1
35922,21 days 19:46:00.000000000,1
35923,23 days 03:52:00.000000000,1
35924,29 days 00:01:00.000000000,1
35925,23 days 01:06:00.000000000,1
35926,39 days 16:53:00.000000000,1
35927,34 days 14:29:00.000000000,1
35928,22 days 14:52:00.000000000,1
35929,19 days 23:36:00.000000000,1
35930,38 days 02:08:00.000000000,1
35931,27 days 02:45:00.000000000,1
35932,33 days 04:58:00.000000000,1
35933,33 days 23:35:00.000000000,1
35934,26 days 21:17:00.000000000,1
35935,22 days 14:32:00.000000000,1
35936,30 days 19:42:00.000000000,1
35937,23 days 03:37:00.000000000,1
35938,35 days 14:16:00.000000000,1
35939,39 days 19:06:00.000000000,1
35940,35 days 00:34:00.000000000,1
35941,35 days 19:21:00.000000000,1
35942,34 days 17:08:00.000000000,1
35943,34 days 09:45:00.000000000,1
35944,39 days 18:55:00.000000000,1
35945,32 days 04:07:00.000000000,1
35946,33 days 15:04:00.000000000,1
35947,26 days 01:22:00.000000000,1
35948,19 days 06:44:00.000000000,1
35949,36 days 19:51:00.000000000,1
35950,36 days 06:51:00.000000000,1
35951,26 days 06:28:00.000000000,1
35952,20 days 06:48:00.000000000,1
35953,37 days 18:53:00.000000000,1
35954,17 days 07:03:00.000000000,1
35955,38 days 06:15:00.000000000,1
35956,32 days 05:13:00.000000000,1
35957,28 days 18:08:00.000000000,1
35958,35 days 18:52:00.000000000,1
35959,28 days 11:01:00.000000000,1
35960,29 days 23:59:00.000000000,1
35961,22 days 10:17:00.000000000,1
35962,38 days 01:45:00.000000000,1
35963,34 days 20:58:00.000000000,1
35964,26 days 11:20:00.000000000,1
35965,34 days 00:23:00.000000000,1
35966,21 days 06:40:00.000000000,1
35967,23 days 21:25:00.000000000,1
35968,35 days 12:04:00.000000000,1
35969,29 days 21:04:00.000000000,1
35970,30 days 09:49:00.000000000,1
35971,31 days 07:41:00.000000000,1
35972,36 days 08:45:00.000000000,1
35973,19 days 05:10:00.000000000,1
35974,24 days 17:03:00.000000000,1
35975,23 days 10:02:00.000000000,1
35976,32 days 18:57:00.000000000,1
35977,29 days 18:34:00.000000000,1
35978,22 days 01:04:00.000000000,1
35979,35 days 04:30:00.000000000,1
35980,36 days 02:05:00.000000000,1
35981,35 days 21:26:00.000000000,1
35982,27 days 20:10:00.000000000,1
35983,24 days 18:17:00.000000000,1
35984,32 days 07:08:00.000000000,1
35985,34 days 22:03:00.000000000,1
35986,38 days 12:05:00.000000000,1
35987,21 days 07:27:00.000000000,1
35988,26 days 01:51:00.000000000,1
35989,24 days 20:44:00.000000000,1
35990,30 days 15:04:00.000000000,1
35991,20 days 17:33:00.000000000,1
35992,34 days 20:36:00.000000000,1
35993,37 days 10:07:00.000000000,1
35994,37 days 02:16:00.000000000,1
35995,26 days 22:54:00.000000000,1
35996,24 days 02:52:00.000000000,1
35997,32 days 14:28:00.000000000,1
35998,38 days 09:18:00.000000000,1
35999,27 days 21:00:00.000000000,1
36000,37 days 11:59:00.000000000,1
36001,38 days 19:04:00.000000000,1
36002,27 days 13:53:00.000000000,1
36003,36 days 04:04:00.000000000,1
36004,35 days 04:15:00.000000000,1
36005,31 days 17:55:00.000000000,1
36006,31 days 18:08:00.000000000,1
36007,38 days 14:35:00.000000000,1
36008,18 days 10:17:00.000000000,1
36009,30 days 03:39:00.000000000,1
36010,33 days 10:35:00.000000000,1
36011,36 days 05:08:00.000000000,1
36012,32 days 20:13:00.000000000,1
36013,24 days 13:50:00.000000000,1
36014,30 days 22:49:00.000000000,1
36015,23 days 20:49:00.000000000,1
36016,17 days 13:04:00.000000000,1
36017,24 days 13:16:00.000000000,1
36018,32 days 12:23:00.000000000,1
36019,29 days 22:34:00.000000000,1
36020,38 days 17:48:00.000000000,1
36021,30 days 00:40:00.000000000,1
36022,20 days 12:18:00.000000000,1
36023,15 days 10:26:00.000000000,1
36024,22 days 05:32:00.000000000,1
36025,32 days 07:56:00.000000000,1
36026,29 days 17:46:00.000000000,1
36027,21 days 11:19:00.000000000,1
36028,39 days 21:58:00.000000000,1
36029,35 days 04:19:00.000000000,1
36030,25 days 03:17:00.000000000,1
36031,27 days 14:54:00.000000000,1
36032,28 days 19:04:00.000000000,1
36033,36 days 19:38:00.000000000,1
36034,30 days 14:41:00.000000000,1
36035,33 days 21:26:00.000000000,1
36036,26 days 07:45:00.000000000,1
36037,34 days 22:13:00.000000000,1
36038,17 days 15:18:00.000000000,1
36039,33 days 07:03:00.000000000,1
36040,23 days 03:04:00.000000000,1
36041,36 days 15:01:00.000000000,1
36042,25 days 20:55:00.000000000,1
36043,34 days 08:12:00.000000000,1
36044,29 days 00:52:00.000000000,1
36045,30 days 02:13:00.000000000,1
36046,32 days 08:38:00.000000000,1
36047,28 days 04:35:00.000000000,1
36048,23 days 12:51:00.000000000,1
36049,26 days 08:30:00.000000000,1
36050,34 days 07:14:00.000000000,1
36051,35 days 05:23:00.000000000,1
36052,26 days 01:46:00.000000000,1
36053,16 days 18:51:00.000000000,1
36054,34 days 11:34:00.000000000,1
36055,24 days 12:15:00.000000000,1
36056,34 days 07:22:00.000000000,1
36057,26 days 07:49:00.000000000,1
36058,39 days 12:29:00.000000000,1
36059,38 days 16:57:00.000000000,1
36060,39 days 20:24:00.000000000,1
36061,39 days 02:17:00.000000000,1
36062,34 days 02:06:00.000000000,1
36063,37 days 12:10:00.000000000,1
36064,24 days 06:59:00.000000000,1
36065,33 days 07:57:00.000000000,1
36066,27 days 16:46:00.000000000,1
36067,38 days 18:03:00.000000000,1
36068,33 days 06:23:00.000000000,1
36069,38 days 02:56:00.000000000,1
36070,21 days 07:47:00.000000000,1
36071,27 days 08:00:00.000000000,1
36072,39 days 08:09:00.000000000,1
36073,34 days 07:58:00.000000000,1
36074,35 days 23:24:00.000000000,1
36075,30 days 04:03:00.000000000,1
36076,29 days 08:56:00.000000000,1
36077,20 days 14:56:00.000000000,1
36078,31 days 14:09:00.000000000,1
36079,33 days 13:17:00.000000000,1
36080,32 days 21:03:00.000000000,1
36081,37 days 18:28:00.000000000,1
36082,35 days 03:37:00.000000000,1
36083,32 days 23:24:00.000000000,1
36084,30 days 17:57:00.000000000,1
36085,32 days 07:18:00.000000000,1
36086,35 days 19:17:00.000000000,1
36087,37 days 20:50:00.000000000,1
36088,30 days 15:55:00.000000000,1
36089,29 days 19:55:00.000000000,1
36090,36 days 18:05:00.000000000,1
36091,26 days 04:13:00.000000000,1
36092,36 days 22:54:00.000000000,1
36093,25 days 01:11:00.000000000,1
36094,28 days 20:38:00.000000000,1
36095,26 days 16:25:00.000000000,1
36096,22 days 21:04:00.000000000,1
36097,21 days 15:22:00.000000000,1
36098,24 days 09:12:00.000000000,1
36099,36 days 01:51:00.000000000,1
36100,31 days 00:08:00.000000000,1
36101,29 days 03:16:00.000000000,1
36102,34 days 05:28:00.000000000,1
36103,31 days 13:05:00.000000000,1
36104,22 days 03:49:00.000000000,1
36105,29 days 09:38:00.000000000,1
36106,26 days 19:48:00.000000000,1
36107,37 days 20:30:00.000000000,1
36108,23 days 02:07:00.000000000,1
36109,38 days 07:00:00.000000000,1
36110,22 days 16:34:00.000000000,1
36111,38 days 15:46:00.000000000,1
36112,33 days 08:20:00.000000000,1
36113,35 days 00:27:00.000000000,1
36114,28 days 12:30:00.000000000,1
36115,34 days 14:14:00.000000000,1
36116,22 days 07:14:00.000000000,1
36117,33 days 07:00:00.000000000,1
36118,38 days 20:00:00.000000000,1
36119,32 days 12:00:00.000000000,1
36120,20 days 12:54:00.000000000,1
36121,16 days 14:55:00.000000000,1
36122,16 days 12:58:00.000000000,1
36123,24 days 05:04:00.000000000,1
36124,31 days 23:23:00.000000000,1
36125,23 days 04:53:00.000000000,1
36126,34 days 11:15:00.000000000,1
36127,29 days 14:50:00.000000000,1
36128,28 days 19:50:00.000000000,1
36129,34 days 14:37:00.000000000,1
36130,37 days 17:04:00.000000000,1
36131,29 days 01:02:00.000000000,1
36132,27 days 14:17:00.000000000,1
36133,19 days 10:22:00.000000000,1
36134,38 days 18:11:00.000000000,1
36135,36 days 23:42:00.000000000,1
36136,37 days 22:23:00.000000000,1
36137,17 days 10:53:00.000000000,1
36138,29 days 14:39:00.000000000,1
36139,19 days 08:42:00.000000000,1
36140,29 days 00:13:00.000000000,1
36141,22 days 19:47:00.000000000,1
36142,29 days 18:54:00.000000000,1
36143,17 days 08:36:00.000000000,1
36144,26 days 02:52:00.000000000,1
36145,33 days 20:32:00.000000000,1
36146,30 days 06:46:00.000000000,1
36147,22 days 10:56:00.000000000,1
36148,28 days 21:22:00.000000000,1
36149,18 days 10:37:00.000000000,1
36150,34 days 04:59:00.000000000,1
36151,36 days 03:06:00.000000000,1
36152,34 days 06:57:00.000000000,1
36153,35 days 16:45:00.000000000,1
36154,36 days 21:07:00.000000000,1
36155,22 days 23:04:00.000000000,1
36156,34 days 16:58:00.000000000,1
36157,16 days 08:49:00.000000000,1
36158,19 days 16:47:00.000000000,1
36159,37 days 16:27:00.000000000,1
36160,25 days 14:04:00.000000000,1
36161,28 days 18:03:00.000000000,1
36162,30 days 05:20:00.000000000,1
36163,19 days 11:15:00.000000000,1
36164,21 days 06:36:00.000000000,1
36165,38 days 10:09:00.000000000,1
36166,23 days 08:04:00.000000000,1
36167,32 days 14:20:00.000000000,1
36168,38 days 10:51:00.000000000,1
36169,26 days 04:42:00.000000000,1
36170,23 days 23:06:00.000000000,1
36171,19 days 05:39:00.000000000,1
36172,35 days 08:34:00.000000000,1
36173,27 days 23:02:00.000000000,1
36174,34 days 15:06:00.000000000,1
36175,25 days 13:11:00.000000000,1
36176,37 days 14:01:00.000000000,1
36177,24 days 01:13:00.000000000,1
36178,33 days 13:02:00.000000000,1
36179,32 days 18:00:00.000000000,1
36180,29 days 02:15:00.000000000,1
36181,29 days 06:05:00.000000000,1
36182,23 days 07:46:00.000000000,1
36183,35 days 02:44:00.000000000,1
36184,25 days 22:06:00.000000000,1
36185,38 days 04:29:00.000000000,1
36186,34 days 18:21:00.000000000,1
36187,33 days 00:54:00.000000000,1
36188,36 days 12:57:00.000000000,1
36189,33 days 22:02:00.000000000,1
36190,29 days 20:06:00.000000000,1
36191,22 days 11:26:00.000000000,1
36192,30 days 19:05:00.000000000,1
36193,25 days 19:54:00.000000000,1
36194,36 days 00:45:00.000000000,1
36195,27 days 07:50:00.000000000,1
36196,28 days 00:03:00.000000000,1
36197,33 days 15:27:00.000000000,1
36198,36 days 01:26:00.000000000,1
36199,32 days 19:33:00.000000000,1
36200,26 days 02:24:00.000000000,1
36201,36 days 08:53:00.000000000,1
36202,28 days 03:54:00.000000000,1
36203,24 days 03:06:00.000000000,1
36204,38 days 04:58:00.000000000,1
36205,26 days 15:07:00.000000000,1
36206,27 days 19:01:00.000000000,1
36207,33 days 19:44:00.000000000,1
36208,24 days 11:48:00.000000000,1
36209,25 days 17:14:00.000000000,1
36210,28 days 16:02:00.000000000,1
36211,30 days 02:42:00.000000000,1
36212,36 days 00:25:00.000000000,1
36213,30 days 11:19:00.000000000,1
36214,35 days 18:06:00.000000000,1
36215,37 days 23:07:00.000000000,1
36216,27 days 09:29:00.000000000,1
36217,31 days 03:41:00.000000000,1
36218,26 days 06:27:00.000000000,1
36219,35 days 04:44:00.000000000,1
36220,23 days 22:35:00.000000000,1
36221,29 days 05:34:00.000000000,1
36222,33 days 01:26:00.000000000,1
36223,22 days 08:23:00.000000000,1
36224,34 days 08:59:00.000000000,1
36225,30 days 08:06:00.000000000,1
36226,38 days 18:27:00.000000000,1
36227,37 days 09:20:00.000000000,1
36228,36 days 02:01:00.000000000,1
36229,28 days 18:04:00.000000000,1
36230,27 days 13:00:00.000000000,1
36231,22 days 07:22:00.000000000,1
36232,24 days 03:15:00.000000000,1
36233,35 days 06:24:00.000000000,1
36234,35 days 01:48:00.000000000,1
36235,21 days 05:25:00.000000000,1
36236,19 days 07:12:00.000000000,1
36237,34 days 15:30:00.000000000,1
36238,27 days 13:33:00.000000000,1
36239,32 days 10:11:00.000000000,1
36240,37 days 22:04:00.000000000,1
36241,25 days 23:20:00.000000000,1
36242,29 days 07:08:00.000000000,1
36243,23 days 06:40:00.000000000,1
36244,21 days 14:49:00.000000000,1
36245,18 days 07:01:00.000000000,1
36246,36 days 11:56:00.000000000,1
36247,19 days 05:55:00.000000000,1
36248,32 days 11:22:00.000000000,1
36249,25 days 05:19:00.000000000,1
36250,36 days 21:53:00.000000000,1
36251,19 days 12:12:00.000000000,1
36252,27 days 15:55:00.000000000,1
36253,21 days 21:33:00.000000000,1
36254,32 days 08:16:00.000000000,1
36255,19 days 09:21:00.000000000,1
36256,12 days 12:14:00.000000000,1
36257,34 days 09:13:00.000000000,1
36258,30 days 23:31:00.000000000,1
36259,24 days 05:58:00.000000000,1
36260,36 days 20:39:00.000000000,1
36261,37 days 17:23:00.000000000,1
36262,32 days 21:22:00.000000000,1
36263,19 days 09:13:00.000000000,1
36264,31 days 15:07:00.000000000,1
36265,26 days 13:45:00.000000000,1
36266,19 days 10:44:00.000000000,1
36267,24 days 12:19:00.000000000,1
36268,26 days 18:47:00.000000000,1
36269,29 days 20:36:00.000000000,1
36270,20 days 12:41:00.000000000,1
36271,24 days 11:51:00.000000000,1
36272,30 days 12:39:00.000000000,1
36273,26 days 02:47:00.000000000,1
36274,22 days 08:46:00.000000000,1
36275,31 days 11:08:00.000000000,1
36276,33 days 18:30:00.000000000,1
36277,32 days 18:32:00.000000000,1
36278,27 days 00:00:00.000000000,1
36279,38 days 03:01:00.000000000,1
36280,22 days 11:29:00.000000000,1
36281,28 days 01:00:00.000000000,1
36282,33 days 08:33:00.000000000,1
36283,21 days 18:45:00.000000000,1
36284,26 days 13:06:00.000000000,1
36285,38 days 19:28:00.000000000,1
36286,22 days 01:32:00.000000000,1
36287,28 days 09:50:00.000000000,1
36288,22 days 12:02:00.000000000,1
36289,33 days 10:27:00.000000000,1
36290,24 days 12:49:00.000000000,1
36291,37 days 19:17:00.000000000,1
36292,28 days 10:28:00.000000000,1
36293,32 days 13:56:00.000000000,1
36294,34 days 11:11:00.000000000,1
36295,33 days 22:34:00.000000000,1
36296,35 days 03:18:00.000000000,1
36297,39 days 22:09:00.000000000,1
36298,37 days 20:21:00.000000000,1
36299,16 days 11:57:00.000000000,1
36300,25 days 04:30:00.000000000,1
36301,37 days 20:55:00.000000000,1
36302,23 days 04:46:00.000000000,1
36303,20 days 03:22:00.000000000,1
36304,21 days 10:50:00.000000000,1
36305,25 days 07:21:00.000000000,1
36306,34 days 04:27:00.000000000,1
36307,25 days 13:10:00.000000000,1
36308,27 days 17:57:00.000000000,1
36309,25 days 03:00:00.000000000,1
36310,33 days 13:57:00.000000000,1
36311,27 days 17:47:00.000000000,1
36312,37 days 01:15:00.000000000,1
36313,19 days 09:09:00.000000000,1
36314,20 days 07:16:00.000000000,1
36315,33 days 17:29:00.000000000,1
36316,29 days 19:35:00.000000000,1
36317,23 days 01:35:00.000000000,1
36318,30 days 08:55:00.000000000,1
36319,16 days 06:33:00.000000000,1
36320,35 days 02:17:00.000000000,1
36321,27 days 22:04:00.000000000,1
36322,20 days 03:32:00.000000000,1
