,index,primary_diagnosis_code
1761,7243,121
1762,C562,120
1763,42983,120
1764,5581,120
1765,D49512,120
1766,78194,120
1767,J45902,120
1768,I70262,120
1769,K284,120
1770,K4090,120
1771,62133,120
1772,80704,120
1773,M25561,120
1774,38010,120
1775,G40111,120
1776,6238,120
1777,I420,120
1778,L03031,119
1779,G894,119
1780,M87852,119
1781,C3492,119
1782,6929,119
1783,1624,119
1784,K612,118
1785,9726,118
1786,99685,118
1787,F0150,118
1788,G932,118
1789,45385,118
1790,5720,118
1791,1611,118
1792,T8459XA,118
1793,J398,118
1794,5680,118
1795,2410,118
1796,78031,118
1797,2271,117
1798,2251,117
1799,G3183,117
1800,51902,117
1801,R262,117
1802,44031,117
1803,I871,117
1804,I63232,117
1805,8080,117
1806,3102,117
1807,3829,116
1808,J9589,116
1809,64803,116
1810,C189,116
1811,96561,116
1812,2853,116
1813,7101,116
1814,L02215,116
1815,V5873,115
1816,T84022A,115
1817,O9832,115
1818,M5441,115
1819,M7989,115
1820,I774,115
1821,K2971,115
1822,1173,115
1823,M25562,115
1824,28749,115
1825,D6481,115
1826,T8501XA,115
1827,99933,114
1828,53784,114
1829,V714,114
1830,N359,114
1831,7224,114
1832,8509,114
1833,92410,114
1834,S82852A,114
1835,K50814,114
1836,78760,114
1837,1844,114
1838,T84023A,114
1839,V5875,113
1840,4809,113
1841,57401,113
1842,K603,113
1843,29042,113
1844,56961,112
1845,73319,112
1846,R471,112
1847,N3091,112
1848,R29898,112
1849,M1732,112
1850,V6284,112
1851,5198,112
1852,I249,112
1853,I63311,112
1854,L0201,112
1855,43321,112
1856,C169,112
1857,M87851,112
1858,N9989,112
1859,56401,112
1860,4590,111
1861,2127,111
1862,R5082,111
1863,61801,111
1864,K209,111
1865,R110,111
1866,Z48812,111
1867,53250,110
1868,72293,110
1869,O328XX0,110
1870,1530,110
1871,07054,110
1872,5110,110
1873,3332,110
1874,V5332,109
1875,S72144A,109
1876,4150,109
1877,H538,109
1878,C9100,109
1879,C186,109
1880,R102,109
1881,I70261,109
1882,R6813,109
1883,M8008XA,109
1884,42612,109
1885,I5022,108
1886,K56699,108
1887,E840,108
1888,2102,108
1889,64623,108
1890,B029,108
1891,I618,108
1892,T383X1A,108
1893,O4693,108
1894,I728,107
1895,29564,107
1896,K860,107
1897,29642,107
1898,M79605,107
1899,4413,107
1900,71616,107
1901,65681,107
1902,49321,107
1903,K7689,106
1904,44421,106
1905,L7634,106
1906,25092,106
1907,K5289,106
1908,20288,106
1909,1991,106
1910,4160,106
1911,1572,106
1912,V5041,106
1913,G931,106
1914,34581,106
1915,S82141A,105
1916,D591,105
1917,S301XXA,105
1918,25020,105
1919,92411,105
1920,I824Z1,105
1921,T8130XA,105
1922,R1010,105
1923,L732,105
1924,E1069,104
1925,1520,104
1926,5724,104
1927,28959,104
1928,66123,104
1929,K265,104
1930,64113,104
1931,C50412,104
1932,O471,104
1933,56881,104
1934,179,104
1935,53530,103
1936,N764,103
1937,D333,103
1938,M5412,103
1939,1580,103
1940,75982,103
1941,M41124,103
1942,T7840XA,103
1943,T80212A,103
1944,T84031A,103
1945,5180,103
1946,G971,103
1947,O4212,103
1948,29584,103
1949,40211,102
1950,D72829,102
1951,N814,102
1952,07070,102
1953,V5331,102
1954,65841,102
1955,M329,102
1956,K9171,102
1957,8670,102
1958,I63532,102
1959,M1731,102
1960,4238,102
1961,S161XXA,102
1962,I614,102
1963,I361,102
1964,5283,102
1965,20410,101
1966,T43212A,101
1967,R1312,101
1968,I723,101
1969,82525,101
1970,T84092A,101
1971,4465,101
1972,O113,101
1973,4370,101
1974,45821,101
1975,4474,101
1976,D6832,101
1977,E8351,101
1978,M952,101
1979,R502,101
1980,85301,100
1981,57510,100
1982,3330,100
1983,K2980,100
1984,M75121,100
1985,K8580,100
1986,J432,100
1987,44102,100
1988,8910,100
1989,1882,100
1990,44481,100
1991,71906,100
1992,I5181,99
1993,I82402,99
1994,47874,99
1995,C8330,99
1996,K766,99
1997,K50114,99
1998,Z431,99
1999,L03317,99
2000,R251,99
2001,55329,99
2002,S82841A,99
2003,I63531,99
2004,K1121,99
2005,M79602,99
2006,D329,99
2007,73639,99
2008,C50411,98
2009,82302,98
2010,5565,98
2011,C183,98
2012,G911,98
2013,N321,98
2014,D860,98
2015,I96,98
2016,1975,98
2017,1918,98
2018,20921,98
2019,2929,98
2020,I209,98
2021,20510,98
2022,1962,97
2023,5650,97
2024,5305,97
2025,34620,97
2026,3384,97
2027,L03032,97
2028,1571,97
2029,03810,97
2030,44409,97
2031,31230,97
2032,55092,97
2033,E861,97
2034,K8500,96
2035,I498,96
2036,63491,96
2037,K289,96
2038,71691,96
2039,29662,96
2040,2710,96
2041,2639,96
2042,M3214,96
2043,M272,96
2044,G40101,96
2045,I70211,96
2046,I2602,95
2047,V579,95
2048,O9942,95
2049,K5903,95
2050,64203,95
2051,K863,95
2052,1561,95
2053,65573,95
2054,64101,95
2055,J386,95
2056,I70221,95
2057,B348,95
2058,M8088XA,95
2059,8026,95
2060,56942,95
2061,57491,94
2062,64681,94
2063,S32019A,94
2064,A400,94
2065,K9422,94
2066,A879,94
2067,29189,94
2068,C772,94
2069,D539,93
2070,72273,93
2071,Q282,93
2072,E440,93
2073,M41125,93
2074,56889,93
2075,G061,93
2076,R748,93
2077,3410,93
2078,I63432,93
2079,3313,93
2080,R6251,93
2081,8472,93
2082,N611,93
2083,C252,93
2084,N7093,93
2085,81203,93
2086,T85598A,93
2087,O42113,93
2088,I890,93
2089,4555,92
2090,K812,92
2091,I70213,92
2092,M79604,92
2093,I63231,92
2094,J121,92
2095,K3189,92
2096,57461,92
2097,J8489,92
2098,67434,92
2099,B377,92
2100,J810,92
2101,9953,92
2102,5758,92
2103,T84038A,92
2104,J9503,91
2105,M868X7,91
2106,O26891,91
2107,85226,91
2108,I824Z2,91
2109,2752,91
2110,99640,91
2111,I6349,91
2112,64844,91
2113,20502,91
2114,56941,91
2115,C7A8,91
2116,R911,91
2117,B2790,91
2118,M3130,91
2119,J180,90
2120,5184,90
2121,C342,90
2122,6144,90
2123,M4626,90
2124,2749,90
2125,4568,90
2126,64671,90
2127,4162,90
2128,C6931,90
2129,J129,90
2130,J4532,90
2131,4619,90
2132,T8141XA,90
2133,T782XXA,90
2134,L7622,90
2135,G43919,90
2136,64973,89
2137,C159,89
2138,F4310,89
2139,82120,89
2140,T8789,89
2141,T84093A,89
2142,E11622,89
2143,7905,89
2144,59381,89
2145,T80219A,89
2146,M47812,89
2147,34691,89
2148,V301,89
2149,G629,89
2150,J939,89
2151,Z4789,89
2152,4739,88
2153,85200,88
2154,E1121,88
2155,99631,88
2156,25043,88
2157,I25710,88
2158,64291,88
2159,G939,88
2160,K8001,88
2161,N453,88
2162,65981,88
2163,33520,88
2164,45351,88
2165,41404,88
2166,T8203XA,88
2167,47819,88
2168,I745,88
2169,D490,88
2170,M86171,88
2171,8911,88
2172,I70222,88
2173,M75101,87
2174,5950,87
2175,38630,87
2176,99643,87
2177,92400,87
2178,K3182,87
2179,2112,87
2180,O660,87
2181,29594,87
2182,D123,87
2183,E039,87
2184,7080,87
2185,K224,87
2186,73315,87
2187,71101,87
2188,D735,87
2189,J9311,87
2190,99799,87
2191,7505,86
2192,2254,86
2193,O324XX0,86
2194,47410,86
2195,72740,86
2196,A045,86
2197,71105,86
2198,K56690,86
2199,I776,86
2200,45386,86
2201,E1142,86
2202,4578,86
2203,D151,85
2204,8250,85
2205,78607,85
2206,D271,85
2207,53789,85
2208,K5780,85
2209,S22089A,85
2210,O1403,85
2211,59654,85
2212,34500,85
2213,5733,85
2214,38619,85
2215,R9431,85
2216,75563,85
2217,I713,85
2218,E8779,85
2219,E1052,85
2220,99657,85
2221,G8194,85
2222,K7210,84
2223,2115,84
2224,1639,84
2225,66624,84
2226,K626,84
2227,F639,84
2228,M8448XA,84
2229,K8064,84
2230,56982,84
2231,99687,84
2232,K5150,84
2233,O034,84
2234,M5136,84
2235,I6203,84
2236,7454,83
2237,43301,83
2238,T84091A,83
2239,N8320,83
2240,3004,83
2241,Z434,83
2242,F0781,83
2243,K460,83
2244,G40802,83
2245,I63431,83
2246,S72145A,83
2247,73025,82
2248,7742,82
2249,0059,82
2250,64111,82
2251,2912,82
2252,9222,82
2253,C6932,82
2254,A481,82
2255,F3132,82
2256,5941,82
2257,K8591,82
2258,99645,82
2259,K50111,82
2260,K550,82
2261,V240,82
2262,G253,82
2263,K50913,82
2264,6828,82
2265,Q2733,81
2266,T82110A,81
2267,F10220,81
2268,G960,81
2269,T886XXA,81
2270,1537,81
2271,1869,81
2272,I2129,81
2273,I82401,81
2274,9895,81
2275,Z381,81
2276,37313,81
2277,J80,81
2278,D0511,81
2279,J15212,81
2280,99702,81
2281,J988,81
2282,J982,81
2283,5695,81
2284,K2920,80
2285,G9389,80
2286,65611,80
2287,E10621,80
2288,1578,80
2289,55011,80
2290,27541,80
2291,S42212A,80
2292,K627,80
2293,57142,80
2294,3569,80
2295,K315,80
2296,K50112,80
2297,35800,80
2298,G43901,80
2299,R590,79
2300,O10913,79
2301,1880,79
2302,R269,79
2303,53150,79
2304,T426X1A,79
2305,8438,79
2306,V5309,79
2307,O99341,79
2308,99779,79
2309,61804,79
2310,G919,79
2311,C321,79
2312,27650,79
2313,Z5112,79
2314,S82842A,79
2315,6171,79
2316,J9611,79
2317,4471,79
2318,60499,79
2319,V5883,79
2320,4532,79
2321,G300,79
2322,6850,78
2323,S2232XA,78
2324,65451,78
2325,K9409,78
2326,T83022A,78
2327,I208,78
2328,K580,78
2329,E854,78
2330,5988,78
2331,5563,78
2332,5991,78
2333,C3401,78
2334,44030,78
2335,L02512,77
2336,N61,77
2337,79311,77
2338,2781,77
2339,1125,77
2340,V5419,77
2341,9651,77
2342,Q433,77
2343,60000,77
2344,C710,77
2345,K8042,77
2346,S7222XA,77
2347,99939,77
2348,I342,77
2349,53100,77
2350,81301,77
2351,I6200,76
2352,64894,76
2353,1562,76
2354,K317,76
2355,57431,76
2356,J851,76
2357,D3502,76
2358,K589,76
2359,N280,76
2360,78722,76
2361,4571,76
2362,71509,76
2363,I270,76
2364,3079,76
2365,Z390,76
2366,G7000,76
2367,O860,76
2368,78096,75
2369,S42291A,75
2370,Q6589,75
2371,K754,75
2372,I70212,75
2373,S2231XA,75
2374,T85590A,75
2375,48241,75
2376,80501,75
2377,C8338,75
2378,I82622,75
2379,73017,75
2380,73007,75
2381,I513,75
2382,M069,75
2383,K520,75
2384,57440,75
2385,3594,75
2386,K8066,75
2387,2250,75
2388,Z4001,75
2389,T43591A,75
2390,6173,74
2391,1560,74
2392,6256,74
2393,S7221XA,74
2394,99609,74
2395,M25511,74
2396,85181,74
2397,T8509XA,74
2398,25041,74
2399,4408,74
2400,5100,74
2401,M5001,74
2402,M86172,74
2403,T84090A,74
2404,5128,74
2405,R159,74
2406,C652,74
2407,261,74
2408,O26872,74
2409,O2412,74
2410,2111,74
2411,9752,74
2412,O2302,74
2413,I82441,73
2414,20283,73
2415,T50902A,73
2416,5960,73
2417,72886,73
2418,N83201,73
2419,C672,73
2420,73712,73
2421,T8383XA,73
2422,F449,73
2423,J188,73
2424,K50014,73
2425,V5849,73
2426,K429,73
2427,5181,73
2428,71525,73
2429,J9691,73
2430,6181,73
2431,5778,73
2432,T8781,73
2433,683,73
2434,70704,72
2435,C251,72
2436,G373,72
2437,V5878,72
2438,29560,72
2439,9778,72
2440,72885,72
2441,2352,72
2442,T18198A,72
2443,79439,72
2444,C785,72
2445,C9110,72
2446,2116,72
2447,9248,72
2448,K30,72
2449,1420,72
2450,51851,72
2451,1619,72
2452,3240,72
2453,E0500,71
2454,O42912,71
2455,9100,71
2456,K635,71
2457,V5841,71
2458,S066X1A,71
2459,J9690,71
2460,I25111,71
2461,O9A213,71
2462,T391X1A,71
2463,D270,71
2464,3480,71
2465,G0481,71
2466,M4628,71
2467,34290,71
2468,2893,71
2469,85222,70
2470,8072,70
2471,O99612,70
2472,82320,70
2473,C49A2,70
2474,K8031,70
2475,85401,70
2476,20961,70
2477,K838,70
2478,C539,70
2479,43820,70
2480,D5701,70
2481,I82403,70
2482,G43009,70
2483,96905,70
2484,22802,70
2485,73399,70
2486,226,70
2487,F4320,70
2488,65231,70
2489,73341,70
2490,7452,70
2491,33722,70
2492,53085,70
2493,T8249XA,70
2494,30471,70
2495,74259,70
2496,P819,70
2497,B179,70
2498,29212,69
2499,1910,69
2500,35781,69
2501,64191,69
2502,40401,69
2503,73381,69
2504,1460,69
2505,8024,69
2506,R1900,69
2507,51911,69
2508,3093,69
2509,F3162,69
2510,I8501,69
2511,3379,69
2512,I5032,69
2513,9696,69
2514,65913,69
2515,V4571,69
2516,D250,69
2517,N210,69
2518,81341,69
2519,3071,69
2520,80709,68
2521,J390,68
2522,S8011XA,68
2523,E210,68
2524,F310,68
2525,T68XXXA,68
2526,S3210XA,68
2527,I300,68
2528,85206,68
2529,G360,68
2530,3558,68
2531,I255,68
2532,A020,68
2533,Z48815,68
2534,B259,68
2535,R0603,68
2536,55200,68
2537,66981,68
2538,38600,68
2539,70707,68
2540,40310,68
2541,73311,68
2542,72142,67
2543,2148,67
2544,L02212,67
2545,K613,67
2546,J948,67
2547,V550,67
2548,K8071,67
2549,68601,67
2550,C784,67
2551,T84028A,67
2552,56731,67
2553,G930,67
2554,78093,67
2555,7103,67
2556,S42412A,67
2557,62132,67
2558,57480,67
2559,T86298,67
2560,5932,67
2561,D0512,67
2562,60784,67
2563,F1020,67
2564,K633,66
2565,O1415,66
2566,G43809,66
2567,4560,66
2568,71615,66
2569,1512,66
2570,45989,66
2571,1179,66
2572,I898,66
2573,I6202,66
2574,T82590A,66
2575,1716,66
2576,K828,66
2577,C7A090,66
2578,M726,66
2579,4243,66
2580,I9589,66
2581,8449,66
2582,C23,66
2583,C662,66
2584,99688,66
2585,S060X1A,66
2586,L0501,66
2587,O6012X0,66
2588,34501,65
2589,O1002,65
2590,I5042,65
2591,68102,65
2592,05319,65
2593,5304,65
2594,T43621A,65
2595,43320,65
2596,G030,65
2597,N99521,65
2598,73689,65
2599,K5120,65
2600,5120,65
2601,J860,65
2602,N610,65
2603,S52502A,65
2604,6205,65
2605,66612,65
2606,936,65
2607,O6002,65
2608,20281,65
2609,20972,65
2610,S72451A,65
2611,D571,65
2612,G910,65
2613,K225,65
2614,G40911,65
2615,85202,65
2616,S272XXA,64
2617,64953,64
2618,6829,64
2619,6253,64
2620,F10120,64
2621,7993,64
2622,F330,64
2623,1518,64
2624,F05,64
2625,J479,64
2626,J4522,64
2627,48881,64
2628,R441,64
2629,M4186,64
2630,7921,64
2631,N62,64
2632,I7789,64
2633,N730,64
2634,N99840,64
2635,L089,64
2636,29631,64
2637,7824,64
2638,41072,64
2639,G40401,63
2640,T82510A,63
2641,C154,63
2642,4466,63
2643,8821,63
2644,S300XXA,63
2645,82003,63
2646,70713,63
2647,S8012XA,63
2648,66221,63
2649,O9852,63
2650,T85628A,63
2651,K50914,63
2652,I82442,63
2653,40290,63
2654,N83202,63
2655,3941,63
2656,T85898A,63
2657,J156,63
2658,K50018,63
2659,44629,62
2660,9679,62
2661,C241,62
2662,48802,62
2663,73349,62
2664,4476,62
2665,725,62
2666,5716,62
2667,D126,62
2668,0310,62
2669,I429,62
2670,1514,62
2671,30400,62
2672,33119,62
2673,51883,62
2674,K319,62
2675,C170,62
2676,R2681,62
2677,K869,62
2678,4920,62
2679,T40601A,62
2680,C55,61
2681,4242,61
2682,32382,61
2683,70709,61
2684,O3432,61
2685,34570,61
2686,32381,61
2687,C01,61
2688,O99354,61
2689,S42202A,61
2690,5692,61
2691,5690,61
2692,I742,61
2693,6210,61
2694,73710,61
2695,J9801,61
2696,I2721,61
2697,K2901,61
2698,2839,61
2699,K862,61
2700,M25461,61
2701,M3131,61
2702,S42292A,61
2703,M4804,61
2704,T82514A,60
2705,64833,60
2706,G060,60
2707,N921,60
2708,J9811,60
2709,D481,60
2710,I675,60
2711,N800,60
2712,99830,60
2713,2771,60
2714,D252,60
2715,3485,60
2716,C519,60
2717,S7002XA,60
2718,99590,60
2719,R609,60
2720,53390,60
2721,5373,60
2722,7241,60
2723,44284,60
2724,N950,60
2725,O99342,60
2726,99686,60
2727,20040,59
2728,S42201A,59
2729,L02411,59
2730,J984,59
2731,C651,59
2732,K9429,59
2733,1884,59
2734,M1651,59
2735,1981,59
2736,7784,59
2737,D125,59
2738,B59,59
2739,K767,59
2740,5699,59
2741,3540,59
2742,53082,59
2743,N360,59
2744,64861,59
2745,78930,59
2746,4588,59
2747,G7281,59
2748,E042,59
2749,L03314,59
2750,S42411A,59
2751,T85520A,59
2752,M791,59
2753,81000,59
2754,I6330,59
2755,07030,59
2756,T82856A,59
2757,20903,58
2758,80705,58
2759,D6959,58
2760,M5002,58
2761,E1140,58
2762,4421,58
2763,T8463XA,58
2764,G458,58
2765,F202,58
2766,44321,58
2767,M1652,58
2768,1916,58
2769,I2724,58
2770,N938,58
2771,I70223,58
2772,99656,58
2773,34561,58
2774,71916,58
2775,S39012A,58
2776,S069X9A,58
2777,I7771,58
2778,5379,58
2779,325,58
2780,I82621,58
2781,C661,58
2782,52689,58
2783,74685,58
2784,C029,58
2785,1628,58
2786,K255,58
2787,51882,58
2788,I071,58
2789,4279,58
2790,C649,58
2791,K50911,58
2792,C480,58
2793,K5130,57
2794,0030,57
2795,G40411,57
2796,G40804,57
2797,78492,57
2798,T85694A,57
2799,78032,57
2800,K50818,57
2801,47824,57
2802,J0190,57
2803,4878,57
2804,71836,57
2805,42989,57
2806,3229,57
2807,42761,57
2808,D8689,57
2809,C163,57
2810,T450X2A,57
2811,C7889,57
2812,N151,57
2813,O320XX0,57
2814,9642,57
2815,9800,57
2816,25200,57
2817,K50811,56
2818,M75122,56
2819,T85618A,56
2820,C801,56
2821,S7001XA,56
2822,C9210,56
2823,K4031,56
2824,T865,56
2825,M5127,56
2826,M96840,56
2827,R6521,56
2828,30781,56
2829,Z510,56
2830,3239,56
2831,3489,56
2832,K668,56
2833,4510,56
2834,S32512A,56
2835,E869,56
2836,2331,56
2837,M316,56
2838,L03221,56
2839,44029,56
2840,71489,56
2841,7904,56
2842,4375,56
2843,34981,56
2844,2819,56
2845,T82190A,56
2846,30590,55
2847,N130,55
2848,R5600,55
2849,53200,55
2850,1589,55
2851,I301,55
2852,2337,55
2853,F902,55
2854,F5000,55
2855,K208,55
2856,N319,55
2857,39891,55
2858,N3289,55
2859,O2303,55
2860,3419,55
2861,34571,55
2862,23691,55
2863,O99613,55
2864,M159,55
2865,K223,55
2866,24290,55
2867,66193,55
2868,92231,55
2869,4460,55
2870,769,55
2871,R2689,55
2872,O99013,55
2873,M5012,55
2874,84500,55
2875,C9201,55
2876,K649,55
2877,80101,55
2878,K743,55
2879,2849,55
2880,O99512,55
2881,3003,55
2882,D3501,54
2883,K660,54
2884,I771,54
2885,I998,54
2886,M87051,54
2887,G40211,54
2888,M87052,54
2889,74710,54
2890,71107,54
2891,M9702XA,54
2892,E7400,54
2893,J95821,54
2894,O322XX0,54
2895,R5601,54
2896,F1010,54
2897,R413,54
2898,9331,54
2899,7833,54
2900,44489,54
2901,4820,54
2902,43331,54
2903,6201,54
2904,T63441A,54
2905,51852,54
2906,59370,54
2907,45384,54
2908,T8149XA,53
2909,29514,53
2910,20929,53
2911,8028,53
2912,T83098A,53
2913,S42211A,53
2914,C329,53
2915,J942,53
2916,D631,53
2917,V596,53
2918,66381,53
2919,5819,53
2920,28260,53
2921,I052,53
2922,3369,53
2923,T8469XA,53
2924,5902,53
2925,O679,53
2926,6146,53
2927,Z4502,53
2928,O3413,53
2929,O722,53
2930,T85528A,53
2931,F3112,53
2932,7560,53
2933,71617,53
2934,R6510,53
2935,1742,53
2936,44324,53
2937,82121,53
2938,4550,53
2939,N320,53
2940,2699,53
2941,2870,53
2942,34670,52
2943,R451,52
2944,I5030,52
2945,2397,52
2946,O99513,52
2947,53340,52
2948,R1909,52
2949,S065X1A,52
2950,70710,52
2951,4294,52
2952,64823,52
2953,B169,52
2954,I6350,52
2955,T8389XA,52
2956,72141,52
2957,D321,52
2958,I25810,52
2959,542,52
2960,78639,52
2961,I82491,52
2962,29043,52
2963,5374,52
2964,C07,52
2965,1419,52
2966,C181,52
2967,1987,52
2968,28981,52
2969,D619,52
2970,28489,52
2971,20050,52
2972,N049,52
2973,5285,52
2974,78939,52
2975,N029,52
2976,I2782,52
2977,B3749,52
2978,K6811,52
2979,K9509,52
2980,V5844,52
2981,S0081XA,52
2982,P9689,52
2983,D3A8,52
2984,64123,52
2985,R740,51
2986,9957,51
2987,K850,51
2988,41189,51
2989,36816,51
2990,2892,51
2991,G1221,51
2992,I440,51
2993,75313,51
2994,99731,51
2995,42840,51
2996,20200,51
2997,28242,51
2998,S2243XA,51
2999,R220,51
3000,K644,51
3001,S271XXA,51
3002,R633,51
3003,20190,51
3004,O4290,51
3005,4411,51
3006,8439,51
3007,O26833,51
3008,M86671,51
3009,O212,51
3010,2769,51
3011,73008,51
3012,85402,51
3013,1588,51
3014,71696,51
3015,T8622,51
3016,C3402,51
3017,H8111,51
3018,M84552A,51
3019,30560,50
3020,Z0389,50
3021,M75102,50
3022,1363,50
3023,7322,50
3024,T8621,50
3025,M71122,50
3026,R260,50
3027,7104,50
3028,K9412,50
3029,L02213,50
3030,D57219,50
3031,66321,50
3032,O99324,50
3033,59689,50
3034,I1310,50
3035,R7989,50
3036,S12110A,50
3037,N99522,50
3038,7513,50
3039,9680,50
3040,T84060A,50
3041,20282,50
3042,C9202,50
3043,E119,50
3044,4230,50
3045,7202,50
3046,G4452,50
3047,T383X2A,50
3048,I82220,50
3049,64822,50
3050,77089,50
3051,I050,50
3052,73018,50
3053,Z526,50
3054,938,50
3055,N410,50
3056,70714,50
3057,N451,50
3058,Q251,50
3059,73390,50
3060,27803,50
3061,Z515,50
3062,K9411,49
3063,72272,49
3064,71611,49
3065,63411,49
3066,9597,49
3067,62931,49
3068,I7102,49
3069,64883,49
3070,6120,49
3071,71697,49
3072,2362,49
3073,C450,49
3074,5739,49
3075,T8359XA,49
3076,73024,49
3077,K316,49
3078,56738,49
3079,58089,49
3080,O219,49
3081,L02412,49
3082,59389,49
3083,C670,49
3084,4416,49
3085,7424,49
3086,M84551A,49
3087,41061,49
3088,L02612,49
3089,J930,49
3090,47400,49
3091,5439,49
3092,S062X0A,49
3093,S32010A,49
3094,I6783,49
3095,I7409,49
3096,J329,49
3097,65813,48
3098,6945,48
3099,V3401,48
3100,4461,48
3101,K250,48
3102,P398,48
3103,38650,48
3104,M868X8,48
3105,44502,48
3106,1543,48
3107,T401X2A,48
3108,S72452A,48
3109,72709,48
3110,M25462,48
3111,71526,48
3112,9713,48
3113,M064,48
3114,K5902,48
3115,T39312A,48
3116,J0510,48
3117,F913,48
3118,72401,48
3119,O1424,48
3120,F603,48
3121,2521,48
3122,T82818A,48
3123,I701,48
3124,6190,48
3125,99741,48
3126,I613,48
3127,4267,48
3128,78729,48
3129,K91870,48
3130,O4403,48
3131,S72002D,48
3132,6258,48
3133,S72032A,47
3134,T80218A,47
3135,G936,47
3136,K50118,47
3137,I371,47
3138,T85698A,47
3139,I6322,47
3140,70712,47
3141,O321XX1,47
3142,2559,47
3143,H8120,47
3144,T39012A,47
3145,77181,47
3146,J9509,47
3147,79319,47
3148,T84098A,47
3149,D136,47
3150,J0100,47
3151,7514,47
3152,K4130,47
3153,53089,47
3154,M62838,47
3155,M311,47
3156,C9002,47
3157,Z430,47
3158,29562,47
3159,C50919,47
3160,M4646,47
3161,41405,47
3162,60021,47
3163,M84452A,47
3164,G43911,47
3165,03844,47
3166,S8261XA,47
3167,2394,47
3168,75310,47
3169,D638,46
3170,4959,46
3171,R221,46
3172,41081,46
3173,Z5181,46
3174,T8143XA,46
3175,K8530,46
3176,J700,46
3177,82382,46
3178,4808,46
3179,R062,46
