,index,primary_diagnosis_code
13104,D474,2
13105,L138,2
13106,M4637,2
13107,I87311,2
13108,I9762,2
13109,9120,2
13110,D513,2
13111,G712,2
13112,M87122,2
13113,D5702,2
13114,L97322,2
13115,O368131,2
13116,9238,2
13117,I83013,2
13118,E638,2
13119,M868X3,2
13120,I63319,2
13121,G5702,2
13122,O418X30,2
13123,M21542,2
13124,I82891,2
13125,90081,2
13126,I8290,2
13127,I492,2
13128,8950,2
13129,M4140,2
13130,9229,2
13131,M4184,2
13132,M898X0,2
13133,G120,2
13134,C6962,2
13135,J300,2
13136,E8582,2
13137,M2392,2
13138,L235,2
13139,I82B22,2
13140,J160,2
13141,D57811,2
13142,I83015,2
13143,I63342,2
13144,9220,2
13145,I82629,2
13146,G8114,2
13147,J312,2
13148,E612,2
13149,M87111,2
13150,J0431,2
13151,8940,2
13152,J0511,2
13153,M9111,2
13154,G5772,2
13155,8932,2
13156,D538,2
13157,30451,1
13158,M05252,1
13159,S92335A,1
13160,L98411,1
13161,S92324D,1
13162,34632,1
13163,L7633,1
13164,S91052A,1
13165,S92322D,1
13166,34939,1
13167,L983,1
13168,S92324A,1
13169,S8981XA,1
13170,S92322B,1
13171,32721,1
13172,G40B11,1
13173,S9002XA,1
13174,L89309,1
13175,M0530,1
13176,S90112A,1
13177,F3342,1
13178,S92425A,1
13179,S92332D,1
13180,S91051A,1
13181,T162XXA,1
13182,L98419,1
13183,30472,1
13184,L89321,1
13185,G111,1
13186,S8991XA,1
13187,30473,1
13188,M0520,1
13189,S91101A,1
13190,M05121,1
13191,34652,1
13192,34623,1
13193,M0509,1
13194,S92334A,1
13195,32713,1
13196,30122,1
13197,L8944,1
13198,G118,1
13199,M06051,1
13200,S92332A,1
13201,L97912,1
13202,G40B01,1
13203,S92411B,1
13204,30120,1
13205,M0500,1
13206,32724,1
13207,G0402,1
13208,3491,1
13209,L97909,1
13210,3301,1
13211,S92414D,1
13212,L97828,1
13213,3029,1
13214,T17390A,1
13215,S90455A,1
13216,L89134,1
13217,S92421B,1
13218,S90511A,1
13219,T17328A,1
13220,S90811A,1
13221,L89103,1
13222,S92422A,1
13223,L97921,1
13224,G219,1
13225,F4002,1
13226,M05811,1
13227,S90445A,1
13228,30303,1
13229,32301,1
13230,S90421A,1
13231,32751,1
13232,T17508A,1
13233,T17498A,1
13234,L89104,1
13235,S92415A,1
13236,S9032XS,1
13237,S90414A,1
13238,S90412S,1
13239,S90424A,1
13240,L97823,1
13241,L97918,1
13242,S90444A,1
13243,G1223,1
13244,30189,1
13245,M05762,1
13246,L97815,1
13247,S92344A,1
13248,S91011A,1
13249,S90219A,1
13250,T17800A,1
13251,M0540,1
13252,34660,1
13253,32361,1
13254,S91002S,1
13255,L89229,1
13256,L89303,1
13257,32741,1
13258,S90121A,1
13259,F422,1
13260,S92424A,1
13261,M0600,1
13262,L89223,1
13263,T17518A,1
13264,L89144,1
13265,L89102,1
13266,L89024,1
13267,M05751,1
13268,G053,1
13269,F348,1
13270,M0560,1
13271,L89202,1
13272,M05452,1
13273,30403,1
13274,S92351D,1
13275,L981,1
13276,L817,1
13277,T17220A,1
13278,3014,1
13279,S90821A,1
13280,S92192A,1
13281,3180,1
13282,S93692A,1
13283,S92405A,1
13284,L97414,1
13285,G3281,1
13286,34200,1
13287,S92064A,1
13288,S92101S,1
13289,F530,1
13290,33709,1
13291,S92524A,1
13292,S92102A,1
13293,S92811A,1
13294,M00112,1
13295,S92251D,1
13296,G2561,1
13297,S93522A,1
13298,31081,1
13299,S92812S,1
13300,34212,1
13301,S95991A,1
13302,F54,1
13303,S92252A,1
13304,L97122,1
13305,S92252D,1
13306,S96911A,1
13307,F514,1
13308,G375,1
13309,S92061B,1
13310,30740,1
13311,S92063A,1
13312,34282,1
13313,S92522B,1
13314,33700,1
13315,34281,1
13316,30745,1
13317,31210,1
13318,S96811A,1
13319,L97211,1
13320,F518,1
13321,L97413,1
13322,L97412,1
13323,S96912A,1
13324,S92132A,1
13325,L97328,1
13326,S92145B,1
13327,33911,1
13328,F6812,1
13329,S93334A,1
13330,F71,1
13331,F72,1
13332,F79,1
13333,F800,1
13334,S92211A,1
13335,S92202A,1
13336,F82,1
13337,F8081,1
13338,S92155A,1
13339,L97309,1
13340,F801,1
13341,S93315A,1
13342,S93412A,1
13343,S92215A,1
13344,G2583,1
13345,L97409,1
13346,3076,1
13347,L97213,1
13348,33729,1
13349,S92113A,1
13350,M00221,1
13351,S92901S,1
13352,33984,1
13353,F606,1
13354,G3185,1
13355,S92232A,1
13356,S93432A,1
13357,30982,1
13358,S92902A,1
13359,S92911B,1
13360,S92912B,1
13361,S92124B,1
13362,S92125A,1
13363,30721,1
13364,3431,1
13365,S91115A,1
13366,L97523,1
13367,S91352A,1
13368,F4521,1
13369,S92191A,1
13370,F984,1
13371,F4522,1
13372,3149,1
13373,S92311D,1
13374,L8995,1
13375,F4542,1
13376,3340,1
13377,S92002B,1
13378,M0088,1
13379,S92311B,1
13380,S99921A,1
13381,F983,1
13382,S99822D,1
13383,S92425B,1
13384,S91351A,1
13385,3158,1
13386,L929,1
13387,30521,1
13388,S91131A,1
13389,S92314D,1
13390,S91141A,1
13391,T148XXD,1
13392,S91201A,1
13393,S91205A,1
13394,F988,1
13395,M0238,1
13396,M02372,1
13397,L89529,1
13398,S92313A,1
13399,S91302D,1
13400,S91311A,1
13401,S91322A,1
13402,S92312D,1
13403,M02312,1
13404,M0230,1
13405,L928,1
13406,L932,1
13407,S92041P,1
13408,L949,1
13409,34430,1
13410,S9781XA,1
13411,S92512B,1
13412,S92025A,1
13413,S92514A,1
13414,L97423,1
13415,31235,1
13416,S92515A,1
13417,34402,1
13418,S92301D,1
13419,S92041A,1
13420,S97121A,1
13421,S92255A,1
13422,S97111A,1
13423,S92253A,1
13424,F5089,1
13425,31232,1
13426,34440,1
13427,L97518,1
13428,S98211A,1
13429,3063,1
13430,S92009D,1
13431,S9782XD,1
13432,S92502A,1
13433,S92309D,1
13434,F952,1
13435,3139,1
13436,F951,1
13437,S92511B,1
13438,S92302A,1
13439,L97521,1
13440,S92012B,1
13441,L940,1
13442,34481,1
13443,S92014A,1
13444,S92022A,1
13445,3445,1
13446,31322,1
13447,L89621,1
13448,O9833,1
13449,S89291A,1
13450,S82201K,1
13451,S82209B,1
13452,S82209A,1
13453,S82202F,1
13454,M23221,1
13455,4250,1
13456,M23222,1
13457,E739,1
13458,E7521,1
13459,E7229,1
13460,M23231,1
13461,S82192B,1
13462,S82192A,1
13463,S82191K,1
13464,S82191C,1
13465,M2242,1
13466,S82221K,1
13467,S82162A,1
13468,S82241K,1
13469,E786,1
13470,S82251K,1
13471,M2240,1
13472,M2241,1
13473,4179,1
13474,S82244A,1
13475,S82235A,1
13476,E7522,1
13477,S82231K,1
13478,S82231B,1
13479,E7529,1
13480,E75241,1
13481,E7523,1
13482,S82222C,1
13483,M23321,1
13484,E7209,1
13485,4161,1
13486,S82091B,1
13487,S82102E,1
13488,S82102D,1
13489,E568,1
13490,S82101K,1
13491,E561,1
13492,S82092B,1
13493,M24151,1
13494,E569,1
13495,M24272,1
13496,S82042B,1
13497,S82041B,1
13498,S82033A,1
13499,S82025A,1
13500,S82022A,1
13501,S82102P,1
13502,42760,1
13503,E71310,1
13504,M23341,1
13505,E7119,1
13506,42650,1
13507,E710,1
13508,S82143D,1
13509,E700,1
13510,S82142C,1
13511,S82141P,1
13512,42742,1
13513,E668,1
13514,M238X1,1
13515,S82141G,1
13516,S82132A,1
13517,S82131A,1
13518,S82124A,1
13519,E790,1
13520,S82252P,1
13521,4291,1
13522,40511,1
13523,S82444A,1
13524,S82442D,1
13525,S82441D,1
13526,S82434A,1
13527,S82432D,1
13528,M2040,1
13529,S82431A,1
13530,S82451B,1
13531,S82425A,1
13532,M21151,1
13533,M21172,1
13534,S82402B,1
13535,41022,1
13536,M2120,1
13537,E89811,1
13538,S82451C,1
13539,M21379,1
13540,S8254XB,1
13541,S8261XK,1
13542,M1A0621,1
13543,S8261XD,1
13544,S8255XD,1
13545,S8254XP,1
13546,S8254XE,1
13547,S8253XA,1
13548,S82452B,1
13549,M1A0711,1
13550,E9289,1
13551,S8251XC,1
13552,S82492B,1
13553,M1A0721,1
13554,S82462A,1
13555,M21251,1
13556,S82401E,1
13557,S82254A,1
13558,S82262B,1
13559,41403,1
13560,S82291N,1
13561,S82291K,1
13562,M2211,1
13563,S82291B,1
13564,S82265D,1
13565,4142,1
13566,M21952,1
13567,4144,1
13568,S82262A,1
13569,S82261K,1
13570,S82261B,1
13571,S82261A,1
13572,S82255K,1
13573,E83110,1
13574,S82301M,1
13575,S82401D,1
13576,S82311K,1
13577,S82401B,1
13578,M21541,1
13579,41062,1
13580,S82392N,1
13581,M21622,1
13582,M2180,1
13583,M21822,1
13584,S82301N,1
13585,S82302K,1
13586,M21861,1
13587,S82302C,1
13588,M21921,1
13589,S82301P,1
13590,M21922,1
13591,S82015A,1
13592,M24422,1
13593,M06061,1
13594,S72465A,1
13595,S7290XD,1
13596,M25352,1
13597,S728X1A,1
13598,S72492K,1
13599,S72492D,1
13600,M25374,1
13601,44501,1
13602,S7291XC,1
13603,S72462G,1
13604,44581,1
13605,44589,1
13606,S72462C,1
13607,M2540,1
13608,44620,1
13609,M25322,1
13610,M25311,1
13611,E1136,1
13612,S73191D,1
13613,E1343,1
13614,S76019A,1
13615,M247,1
13616,S75991A,1
13617,S7412XA,1
13618,M24851,1
13619,M2500,1
13620,M25122,1
13621,M25022,1
13622,4429,1
13623,S73014A,1
13624,M25031,1
13625,M25071,1
13626,44323,1
13627,E1139,1
13628,S72452D,1
13629,S76101A,1
13630,S72402K,1
13631,S72422B,1
13632,S72421B,1
13633,M25539,1
13634,S72415D,1
13635,S72412K,1
13636,S72412A,1
13637,S72402D,1
13638,M25519,1
13639,M25542,1
13640,M25559,1
13641,S72392B,1
13642,M25661,1
13643,45371,1
13644,45373,1
13645,S72424A,1
13646,M2548,1
13647,S72452C,1
13648,S72441B,1
13649,E113592,1
13650,E113541,1
13651,S72451C,1
13652,E113532,1
13653,S72445A,1
13654,E113522,1
13655,E113521,1
13656,E108,1
13657,E113513,1
13658,E113292,1
13659,E11311,1
13660,S72434A,1
13661,M25432,1
13662,S72432D,1
13663,E1351,1
13664,S76111D,1
13665,E41,1
13666,S81001D,1
13667,S81041A,1
13668,S81032A,1
13669,S81031A,1
13670,S81012D,1
13671,S81011D,1
13672,S81002A,1
13673,E3120,1
13674,S81042D,1
13675,S80922A,1
13676,E281,1
13677,S80872A,1
13678,S80871A,1
13679,E275,1
13680,M24472,1
13681,S81042A,1
13682,S81801D,1
13683,S80811A,1
13684,S81852A,1
13685,S82011A,1
13686,E368,1
13687,E348,1
13688,S82002B,1
13689,S82001K,1
13690,S82001B,1
13691,E3451,1
13692,E3122,1
13693,E320,1
13694,S81831S,1
13695,S81831A,1
13696,S81822A,1
13697,S81812D,1
13698,S81811D,1
13699,M24511,1
13700,S80252A,1
13701,S76111S,1
13702,S76319A,1
13703,S7712XA,1
13704,M24575,1
13705,S76891A,1
13706,E209,1
13707,E208,1
13708,S76391A,1
13709,S76311D,1
13710,E211,1
13711,E169,1
13712,M24622,1
13713,S76192A,1
13714,M24651,1
13715,S76191A,1
13716,E13621,1
13717,S78111A,1
13718,S79002A,1
13719,S80251A,1
13720,S8001XS,1
13721,S80222A,1
13722,M24512,1
13723,S8012XS,1
13724,M24521,1
13725,M24532,1
13726,M24541,1
13727,43810,1
13728,M24574,1
13729,E250,1
13730,M24542,1
13731,S79911A,1
13732,M24551,1
13733,M24572,1
13734,E221,1
13735,S8262XC,1
13736,M1A0620,1
13737,M1A0610,1
13738,36810,1
13739,36617,1
13740,36618,1
13741,36653,1
13742,S83252A,1
13743,3671,1
13744,3679,1
13745,F16929,1
13746,36565,1
13747,S83251A,1
13748,F1690,1
13749,F16251,1
13750,S83242D,1
13751,F16221,1
13752,F1619,1
13753,F17291,1
13754,F1814,1
13755,M12272,1
13756,3643,1
13757,36253,1
13758,F1919,1
13759,36300,1
13760,36310,1
13761,F19188,1
13762,M11872,1
13763,36441,1
13764,F1894,1
13765,36442,1
13766,36489,1
13767,36511,1
13768,36515,1
13769,M12261,1
13770,36521,1
13771,36841,1
13772,F16151,1
13773,S83281D,1
13774,S83101D,1
13775,37205,1
13776,37206,1
13777,37214,1
13778,37233,1
13779,F1519,1
13780,37255,1
13781,37273,1
13782,37202,1
13783,M12842,1
13784,37311,1
13785,M1288,1
13786,37332,1
13787,F15121,1
13788,37404,1
13789,37203,1
13790,37157,1
13791,F16150,1
13792,37004,1
13793,S83141A,1
13794,F16120,1
13795,M12512,1
13796,F15980,1
13797,F15950,1
13798,F1593,1
13799,37005,1
13800,37143,1
13801,F15921,1
13802,37035,1
13803,3709,1
13804,F1529,1
13805,F15288,1
13806,F15251,1
13807,36251,1
13808,S83282A,1
13809,S8264XD,1
13810,3555,1
13811,S89032A,1
13812,S89031A,1
13813,S89022A,1
13814,S89002A,1
13815,M0769,1
13816,M08051,1
13817,M08052,1
13818,S89042A,1
13819,S8781XD,1
13820,M08061,1
13821,S86911D,1
13822,M0820,1
13823,S86821A,1
13824,M10011,1
13825,F3177,1
13826,S89091A,1
13827,S86311A,1
13828,3525,1
13829,M06371,1
13830,M06821,1
13831,F328,1
13832,3522,1
13833,F325,1
13834,M06822,1
13835,S89121A,1
13836,S89101A,1
13837,M06831,1
13838,M06832,1
13839,M06842,1
13840,3532,1
13841,M06852,1
13842,3536,1
13843,M10012,1
13844,S86222A,1
13845,S83411A,1
13846,M11842,1
13847,S83422A,1
13848,36034,1
13849,36041,1
13850,36043,1
13851,S83421A,1
13852,36102,1
13853,36107,1
13854,36004,1
13855,F19929,1
13856,F19920,1
13857,F19280,1
13858,F19251,1
13859,F19231,1
13860,F19230,1
13861,36012,1
13862,M1180,1
13863,S86212A,1
13864,M10342,1
13865,S86112A,1
13866,M10272,1
13867,S86111A,1
13868,S86022A,1
13869,M10322,1
13870,M10341,1
13871,M10469,1
13872,M11252,1
13873,3590,1
13874,S86011D,1
13875,M10471,1
13876,M1120,1
13877,S85181A,1
13878,S85092A,1
13879,37412,1
13880,37414,1
13881,37433,1
13882,S82851G,1
13883,38532,1
13884,S82852K,1
13885,38589,1
13886,M1812,1
13887,S82852C,1
13888,S82851K,1
13889,M189,1
13890,M154,1
13891,S82851C,1
13892,F1019,1
13893,S82844B,1
13894,F10180,1
13895,S82842S,1
13896,S82842K,1
13897,M164,1
13898,38423,1
13899,3870,1
13900,F10951,1
13901,S82871M,1
13902,38160,1
13903,S82871H,1
13904,M14661,1
13905,M14662,1
13906,S82871C,1
13907,S82865A,1
13908,S82855A,1
13909,M14671,1
13910,F10921,1
13911,38320,1
13912,M14679,1
13913,F10250,1
13914,38400,1
13915,F10151,1
13916,38802,1
13917,37482,1
13918,S82839A,1
13919,F0632,1
13920,3912,1
13921,M1993,1
13922,F062,1
13923,393,1
13924,M1A00X0,1
13925,F060,1
13926,F0634,1
13927,S82832B,1
13928,S82831K,1
13929,M1A0211,1
13930,S82822A,1
13931,F04,1
13932,M1A0221,1
13933,F0633,1
13934,M1992,1
13935,38811,1
13936,S82841E,1
13937,3882,1
13938,38831,1
13939,M19039,1
13940,38860,1
13941,S82841P,1
13942,S82841K,1
13943,38900,1
13944,3898,1
13945,38905,1
13946,M19142,1
13947,38911,1
13948,38917,1
13949,38920,1
13950,38922,1
13951,F11150,1
13952,S82872B,1
13953,38102,1
13954,F13259,1
13955,F13959,1
13956,S82892B,1
13957,S82891S,1
13958,F13280,1
13959,37754,1
13960,37801,1
13961,37810,1
13962,M13151,1
13963,F13251,1
13964,37850,1
13965,S82891K,1
13966,F1324,1
13967,F13232,1
13968,F13229,1
13969,M13152,1
13970,37714,1
13971,M13872,1
13972,S83002A,1
13973,F1499,1
13974,S83005D,1
13975,37542,1
13976,37589,1
13977,37600,1
13978,F1429,1
13979,F14288,1
13980,M13131,1
13981,37633,1
13982,37641,1
13983,M13112,1
13984,M13121,1
13985,37682,1
13986,F1420,1
13987,37872,1
13988,37886,1
13989,F13221,1
13990,F11929,1
13991,M13851,1
13992,F12121,1
13993,M13852,1
13994,F11959,1
13995,F11951,1
13996,S82873A,1
13997,S82872K,1
13998,F13180,1
13999,S82872C,1
14000,F11251,1
14001,F11250,1
14002,38032,1
14003,F11221,1
14004,F1121,1
14005,M13832,1
14006,37960,1
14007,37959,1
14008,37956,1
14009,37953,1
14010,M13821,1
14011,37943,1
14012,S82891B,1
14013,37929,1
14014,37927,1
14015,F1229,1
14016,F12922,1
14017,F12951,1
14018,37905,1
14019,37904,1
14020,37903,1
14021,F13121,1
14022,30112,1
14023,G830,1
14024,T17808A,1
14025,K111,1
14026,17319,1
14027,17321,1
14028,V1255,1
14029,17329,1
14030,17330,1
14031,K091,1
14032,V1087,1
14033,V1083,1
14034,1877,1
14035,K1123,1
14036,V1079,1
14037,K116,1
14038,K1239,1
14039,V1005,1
14040,K1321,1
14041,K146,1
14042,K055,1
14043,I25750,1
14044,1731,1
14045,17302,1
14046,K0401,1
14047,V2881,1
14048,V270,1
14049,V260,1
14050,K045,1
14051,K0501,1
14052,V241,1
14053,V239,1
14054,K0520,1
14055,I2589,1
14056,1721,1
14057,V148,1
14058,V1272,1
14059,I25751,1
14060,1730,1
14061,I238,1
14062,17360,1
14063,I233,1
14064,I151,1
14065,T86851,1
14066,K4120,1
14067,1833,1
14068,1838,1
14069,T86842,1
14070,I070,1
14071,1842,1
14072,K51212,1
14073,K51214,1
14074,I029,1
14075,I019,1
14076,1860,1
14077,I018,1
14078,T8631,1
14079,I011,1
14080,K382,1
14081,K2991,1
14082,17369,1
14083,1761,1
14084,17371,1
14085,V053,1
14086,17379,1
14087,I221,1
14088,17382,1
14089,17391,1
14090,I21A9,1
14091,V0382,1
14092,V016,1
14093,K252,1
14094,T884XXS,1
14095,K267,1
14096,T882XXA,1
14097,K273,1
14098,K276,1
14099,K0381,1
14100,K027,1
14101,V292,1
14102,J0181,1
14103,J0381,1
14104,J0411,1
14105,V6289,1
14106,J1082,1
14107,V602,1
14108,V601,1
14109,J1181,1
14110,J1182,1
14111,J153,1
14112,J200,1
14113,J301,1
14114,J3089,1
14115,J309,1
14116,V5832,1
14117,J310,1
14118,V6542,1
14119,I97810,1
14120,V5781,1
14121,V6700,1
14122,V712,1
14123,V7109,1
14124,V7102,1
14125,I97622,1
14126,I5089,1
14127,V707,1
14128,V704,1
14129,V701,1
14130,1498,1
14131,V700,1
14132,V694,1
14133,I5083,1
14134,V6881,1
14135,V681,1
14136,I50814,1
14137,V5830,1
14138,V573,1
14139,J95863,1
14140,V4586,1
14141,J84848,1
14142,J920,1
14143,V4511,1
14144,I32,1
14145,V441,1
14146,V4382,1
14147,V427,1
14148,V426,1
14149,J9382,1
14150,V420,1
14151,V409,1
14152,V3601,1
14153,J95850,1
14154,J95859,1
14155,I280,1
14156,J84117,1
14157,V4611,1
14158,I468,1
14159,J8402,1
14160,J349,1
14161,J3503,1
14162,I444,1
14163,V5425,1
14164,J399,1
14165,V5410,1
14166,V537,1
14167,J632,1
14168,J668,1
14169,V508,1
14170,I368,1
14171,V499,1
14172,I360,1
14173,I359,1
14174,J708,1
14175,H9541,1
14176,H9502,1
14177,I97120,1
14178,T84117A,1
14179,H66006,1
14180,T84124D,1
14181,T84121D,1
14182,T84121A,1
14183,H66005,1
14184,H66004,1
14185,T84120A,1
14186,K55061,1
14187,H93A3,1
14188,K5530,1
14189,T84114D,1
14190,20204,1
14191,H6521,1
14192,T84113A,1
14193,T84112A,1
14194,H65194,1
14195,H66009,1
14196,H66015,1
14197,H66016,1
14198,20142,1
14199,H70003,1
14200,T84197A,1
14201,T84196A,1
14202,T84194D,1
14203,20052,1
14204,H6992,1
14205,T84191A,1
14206,H6982,1
14207,20064,1
14208,T84190A,1
14209,20073,1
14210,20074,1
14211,20077,1
14212,H6641,1
14213,20088,1
14214,H65111,1
14215,H6506,1
14216,H6502,1
14217,H608X3,1
14218,T84031S,1
14219,H608X2,1
14220,T84023D,1
14221,T84021D,1
14222,20312,1
14223,T84020S,1
14224,H6061,1
14225,T839XXD,1
14226,T8386XA,1
14227,H60591,1
14228,T8384XS,1
14229,H60503,1
14230,20481,1
14231,20491,1
14232,T8379XA,1
14233,20295,1
14234,20290,1
14235,T84110A,1
14236,T84039A,1
14237,H6501,1
14238,T84092D,1
14239,H61393,1
14240,T84090D,1
14241,20271,1
14242,20272,1
14243,H6122,1
14244,H6121,1
14245,H61012,1
14246,T84062D,1
14247,T84052A,1
14248,T84050D,1
14249,H61003,1
14250,T84042D,1
14251,T84041D,1
14252,H70011,1
14253,H70093,1
14254,T84220A,1
14255,H9190,1
14256,H905,1
14257,T85613A,1
14258,H838X9,1
14259,T85598D,1
14260,H8303,1
14261,T8542XA,1
14262,T85199A,1
14263,H818X1,1
14264,T85191A,1
14265,1941,1
14266,1943,1
14267,T85123A,1
14268,H8143,1
14269,T85121A,1
14270,T85120A,1
14271,T85630A,1
14272,H9193,1
14273,H8142,1
14274,T85690A,1
14275,T8620,1
14276,T8603,1
14277,T8602,1
14278,H938X3,1
14279,H933X2,1
14280,T85848S,1
14281,H93239,1
14282,H9319,1
14283,H9223,1
14284,H9222,1
14285,1894,1
14286,T85730D,1
14287,T85692A,1
14288,1902,1
14289,1904,1
14290,T85118A,1
14291,K51512,1
14292,20038,1
14293,K5221,1
14294,T84410A,1
14295,H8012,1
14296,H748X1,1
14297,H7293,1
14298,H7291,1
14299,H72821,1
14300,H7122,1
14301,T84228S,1
14302,H7102,1
14303,20026,1
14304,20028,1
14305,20031,1
14306,H7090,1
14307,H7013,1
14308,T84223A,1
14309,K5229,1
14310,K522,1
14311,T8501XD,1
14312,T8451XS,1
14313,T8489XD,1
14314,K51514,1
14315,T8483XA,1
14316,T8482XS,1
14317,T8481XA,1
14318,T847XXS,1
14319,T8469XS,1
14320,T84624D,1
14321,T84622D,1
14322,T84615A,1
14323,T84611S,1
14324,T84611A,1
14325,H81311,1
14326,K51519,1
14327,T8452XS,1
14328,I6010,1
14329,1466,1
14330,T17818D,1
14331,I69334,1
14332,Z833,1
14333,I70621,1
14334,I70632,1
14335,I70662,1
14336,0390,1
14337,Z789,1
14338,0392,1
14339,I69331,1
14340,05471,1
14341,Z760,1
14342,04100,1
14343,04111,1
14344,Z752,1
14345,04119,1
14346,I70702,1
14347,0417,1
14348,I69365,1
14349,Z85048,1
14350,Z8546,1
14351,Z85841,1
14352,I69893,1
14353,03283,1
14354,Z89622,1
14355,Z89512,1
14356,I70521,1
14357,I69834,1
14358,Z89012,1
14359,0361,1
14360,I70548,1
14361,Z882,1
14362,Z87898,1
14363,Z8711,1
14364,I70611,1
14365,I70612,1
14366,Z8614,1
14367,04186,1
14368,04189,1
14369,I69321,1
14370,05314,1
14371,Z659,1
14372,I69228,1
14373,I69222,1
14374,Z590,1
14375,Z575,1
14376,Z560,1
14377,Z5289,1
14378,I6920,1
14379,05413,1
14380,I70791,1
14381,I69165,1
14382,I69159,1
14383,05440,1
14384,05441,1
14385,I7090,1
14386,Z6836,1
14387,I69234,1
14388,I70711,1
14389,Z6838,1
14390,Z748,1
14391,Z741,1
14392,I70712,1
14393,0470,1
14394,Z7289,1
14395,I69314,1
14396,Z724,1
14397,0491,1
14398,I69312,1
14399,0520,1
14400,I70713,1
14401,I70721,1
14402,I70722,1
14403,I69291,1
14404,I70735,1
14405,I70512,1
14406,Z9013,1
14407,I69918,1
14408,0082,1
14409,Z96611,1
14410,00844,1
14411,I70231,1
14412,I70228,1
14413,Z955,1
14414,Z952,1
14415,Z9482,1
14416,Z944,1
14417,I70434,1
14418,Z942,1
14419,Z936,1
14420,I70439,1
14421,Z9183,1
14422,I70443,1
14423,01106,1
14424,I70242,1
14425,00809,1
14426,01123,1
14427,I70348,1
14428,Z992,1
14429,Z9912,1
14430,Z9911,1
14431,Z9889,1
14432,I70311,1
14433,I70312,1
14434,0050,1
14435,I70313,1
14436,Z981,1
14437,I70335,1
14438,I70343,1
14439,0072,1
14440,Z96643,1
14441,0078,1
14442,I70345,1
14443,01122,1
14444,01124,1
14445,I69919,1
14446,01356,1
14447,I69953,1
14448,01485,1
14449,I70468,1
14450,01502,1
14451,01504,1
14452,I69922,1
14453,01554,1
14454,01584,1
14455,01603,1
14456,01630,1
14457,01806,1
14458,01890,1
14459,01893,1
14460,01894,1
14461,01896,1
14462,01400,1
14463,01326,1
14464,01134,1
14465,01323,1
14466,01142,1
14467,01160,1
14468,01163,1
14469,01166,1
14470,01183,1
14471,01184,1
14472,01192,1
14473,I70448,1
14474,I7045,1
14475,I69993,1
14476,01203,1
14477,I70462,1
14478,01206,1
14479,01302,1
14480,01303,1
14481,0545,1
14482,I69113,1
14483,I87333,1
14484,1270,1
14485,I83209,1
14486,I83212,1
14487,I83214,1
14488,I83225,1
14489,1201,1
14490,1220,1
14491,I63019,1
14492,1289,1
14493,Z48280,1
14494,I83813,1
14495,1300,1
14496,1318,1
14497,I8391,1
14498,1320,1
14499,1321,1
14500,Z059,1
14501,I63139,1
14502,I8310,1
14503,Z1321,1
14504,I83024,1
14505,I63339,1
14506,1108,1
14507,Z302,1
14508,Z22330,1
14509,Z21,1
14510,Z201,1
14511,Z189,1
14512,Z1810,1
14513,I83002,1
14514,11283,1
14515,Z1612,1
14516,I83011,1
14517,1143,1
14518,I83021,1
14519,Z136,1
14520,1340,1
14521,Z058,1
14522,I87001,1
14523,I87092,1
14524,V8905,1
14525,V8902,1
14526,V8829,1
14527,V8822,1
14528,V8821,1
14529,I87323,1
14530,V8739,1
14531,V872,1
14532,1454,1
14533,I87332,1
14534,V8541,1
14535,V8534,1
14536,V8532,1
14537,V8409,1
14538,V8404,1
14539,1439,1
14540,1429,1
14541,Z0471,1
14542,1422,1
14543,1370,1
14544,I87003,1
14545,1398,1
14546,I87009,1
14547,I87012,1
14548,I87023,1
14549,Z024,1
14550,Z006,1
14551,Y09,1
14552,I87031,1
14553,1416,1
14554,W19XXXA,1
14555,I87091,1
14556,V9089,1
14557,V892XXA,1
14558,I82C22,1
14559,1102,1
14560,I82B21,1
14561,I7772,1
14562,07043,1
14563,I663,1
14564,07049,1
14565,Z438,1
14566,07053,1
14567,Z435,1
14568,I6609,1
14569,Z418,1
14570,Z3A41,1
14571,0723,1
14572,07279,1
14573,I788,1
14574,0730,1
14575,I80291,1
14576,0748,1
14577,I668,1
14578,07031,1
14579,0773,1
14580,07021,1
14581,0559,1
14582,Z4803,1
14583,05811,1
14584,05821,1
14585,I69092,1
14586,05881,1
14587,I69051,1
14588,I69020,1
14589,I69019,1
14590,06640,1
14591,I69011,1
14592,I680,1
14593,0669,1
14594,I7401,1
14595,Z4651,1
14596,0771,1
14597,0774,1
14598,I82A22,1
14599,I825Y2,1
14600,0919,1
14601,Z3492,1
14602,0941,1
14603,09484,1
14604,096,1
14605,0970,1
14606,I82602,1
14607,0979,1
14608,I82613,1
14609,09815,1
14610,I82813,1
14611,09840,1
14612,I63429,1
14613,Z3402,1
14614,I82A19,1
14615,09152,1
14616,0880,1
14617,0778,1
14618,Z36,1
14619,I80293,1
14620,0780,1
14621,Z3A34,1
14622,I80299,1
14623,0784,1
14624,Z3A19,1
14625,07881,1
14626,Z391,1
14627,I82449,1
14628,I824Y9,1
14629,I82503,1
14630,I82592,1
14631,0841,1
14632,0843,1
14633,I825Y1,1
14634,T83728S,1
14635,T83728A,1
14636,K5741,1
14637,2827,1
14638,T43213A,1
14639,T43024A,1
14640,G8382,1
14641,G8381,1
14642,T43014A,1
14643,L03125,1
14644,G8334,1
14645,G8331,1
14646,28861,1
14647,T428X4A,1
14648,G8314,1
14649,T4271XA,1
14650,T426X6A,1
14651,G8310,1
